City,Date,Crop,Price
Burewala,2021-12-06,Brown Sugar(شکر),11750
Burewala,2021-12-07,Brown Sugar(شکر),11500
Burewala,2021-12-08,Brown Sugar(شکر),11750
Burewala,2021-12-09,Brown Sugar(شکر),10625
Burewala,2021-12-14,Brown Sugar(شکر),12125
Burewala,2021-12-15,Brown Sugar(شکر),12875
Burewala,2021-12-16,Brown Sugar(شکر),13250
Burewala,2021-12-18,Brown Sugar(شکر),12500
Burewala,2021-12-20,Brown Sugar(شکر),11875
Burewala,2021-12-21,Brown Sugar(شکر),11250
Burewala,2021-12-22,Brown Sugar(شکر),11250
Burewala,2021-12-27,Brown Sugar(شکر),11250
Burewala,2021-12-28,Brown Sugar(شکر),11250
Burewala,2021-12-29,Brown Sugar(شکر),12500
Burewala,2021-12-30,Brown Sugar(شکر),11875
Burewala,2022-12-01,Brown Sugar(شکر),13125
Burewala,2022-12-03,Brown Sugar(شکر),12500
Burewala,2022-12-05,Brown Sugar(شکر),12125
Burewala,2022-12-06,Brown Sugar(شکر),12250
Burewala,2022-12-07,Brown Sugar(شکر),11250
Burewala,2022-12-08,Brown Sugar(شکر),11250
Burewala,2022-12-10,Brown Sugar(شکر),11250
Burewala,2022-12-12,Brown Sugar(شکر),11250
Burewala,2022-12-14,Brown Sugar(شکر),13750
Burewala,2022-12-15,Brown Sugar(شکر),13750
Burewala,2022-12-17,Brown Sugar(شکر),11250
Burewala,2022-12-19,Brown Sugar(شکر),10000
Burewala,2022-12-20,Brown Sugar(شکر),11250
Burewala,2022-12-21,Brown Sugar(شکر),10000
Burewala,2022-12-22,Brown Sugar(شکر),10000
Burewala,2022-12-24,Brown Sugar(شکر),11250
Burewala,2020-02-01,Brown Sugar(شکر),9375
Burewala,2020-02-03,Brown Sugar(شکر),9375
Burewala,2020-02-04,Brown Sugar(شکر),10000
Burewala,2020-02-06,Brown Sugar(شکر),10250
Burewala,2020-02-08,Brown Sugar(شکر),11250
Burewala,2020-02-10,Brown Sugar(شکر),10250
Burewala,2020-02-11,Brown Sugar(شکر),11000
Burewala,2020-02-12,Brown Sugar(شکر),10250
Burewala,2020-02-13,Brown Sugar(شکر),10625
Burewala,2020-02-15,Brown Sugar(شکر),9000
Burewala,2020-02-17,Brown Sugar(شکر),10375
Burewala,2020-02-18,Brown Sugar(شکر),10000
Burewala,2020-02-19,Brown Sugar(شکر),10250
Burewala,2020-02-20,Brown Sugar(شکر),10250
Burewala,2020-02-22,Brown Sugar(شکر),10250
Burewala,2020-02-24,Brown Sugar(شکر),10625
Burewala,2020-02-25,Brown Sugar(شکر),10250
